model,method,layer,head,kl_divergence
TinyLlama,knorm_0.5,14,24,-4.336470738053322e-09
TinyLlama,knorm_0.5,14,25,2.2264430299401283e-08
TinyLlama,knorm_0.5,14,26,-2.8740032576024532e-09
TinyLlama,knorm_0.5,14,27,9.284121915698051e-09
TinyLlama,knorm_0.5,14,28,2.459273673593998e-09
TinyLlama,knorm_0.5,14,29,-4.823959898203611e-09
TinyLlama,knorm_0.5,14,30,1.758598955348134e-08
TinyLlama,knorm_0.5,14,31,4.038156475871801e-09
TinyLlama,knorm_0.5,15,0,-8.476490620523691e-09
TinyLlama,knorm_0.5,15,1,6.5338099375367165e-09
TinyLlama,knorm_0.5,15,2,-1.1343217920511961e-08
TinyLlama,knorm_0.5,15,3,5.384208634495735e-10
TinyLlama,knorm_0.5,15,4,-9.888026397675276e-09
TinyLlama,knorm_0.5,15,5,-1.1641532182693481e-09
TinyLlama,knorm_0.5,15,6,9.116774890571833e-09
TinyLlama,knorm_0.5,15,7,2.3865140974521637e-09
TinyLlama,knorm_0.5,15,8,1.025910023599863e-09
TinyLlama,knorm_0.5,15,9,8.294591680169106e-10
TinyLlama,knorm_0.5,15,10,-1.1314114090055227e-08
TinyLlama,knorm_0.5,15,11,6.148184183984995e-09
TinyLlama,knorm_0.5,15,12,-3.0704541131854057e-09
TinyLlama,knorm_0.5,15,13,8.774804882705212e-09
TinyLlama,knorm_0.5,15,14,-2.9976945370435715e-09
TinyLlama,knorm_0.5,15,15,4.2637111619114876e-09
TinyLlama,knorm_0.5,15,16,-6.548361852765083e-10
TinyLlama,knorm_0.5,15,17,9.022187441587448e-10
TinyLlama,knorm_0.5,15,18,-4.045432433485985e-09
TinyLlama,knorm_0.5,15,19,3.4924596548080444e-09
TinyLlama,knorm_0.5,15,20,9.49512468650937e-09
TinyLlama,knorm_0.5,15,21,9.589712135493755e-09
TinyLlama,knorm_0.5,15,22,3.65253072232008e-09
TinyLlama,knorm_0.5,15,23,-7.130438461899757e-09
TinyLlama,knorm_0.5,15,24,1.0964868124574423e-08
TinyLlama,knorm_0.5,15,25,2.735760062932968e-09
TinyLlama,knorm_0.5,15,26,-8.934875950217247e-09
TinyLlama,knorm_0.5,15,27,1.2150849215686321e-09
TinyLlama,knorm_0.5,15,28,-7.763446774333715e-09
TinyLlama,knorm_0.5,15,29,-3.899913281202316e-09
TinyLlama,knorm_0.5,15,30,6.693881005048752e-09
TinyLlama,knorm_0.5,15,31,-1.6618287190794945e-08
TinyLlama,knorm_0.5,16,0,-2.2628228180110455e-09
TinyLlama,knorm_0.5,16,1,8.34552338346839e-09
TinyLlama,knorm_0.5,16,2,2.371962182223797e-09
TinyLlama,knorm_0.5,16,3,5.609763320535421e-09
TinyLlama,knorm_0.5,16,4,-5.5952114053070545e-09
TinyLlama,knorm_0.5,16,5,-4.067260306328535e-09
TinyLlama,knorm_0.5,16,6,2.6411726139485836e-09
TinyLlama,knorm_0.5,16,7,-9.029463399201632e-09
TinyLlama,knorm_0.5,16,8,5.173205863684416e-09
TinyLlama,knorm_0.5,16,9,-2.9685907065868378e-09
TinyLlama,knorm_0.5,16,10,-6.846676114946604e-09
TinyLlama,knorm_0.5,16,11,-4.729372449219227e-10
TinyLlama,knorm_0.5,16,12,1.0913936421275139e-09
TinyLlama,knorm_0.5,16,13,-1.0273652151226997e-08
TinyLlama,knorm_0.5,16,14,2.0911102183163166e-08
TinyLlama,knorm_0.5,16,15,-3.1868694350123405e-09
TinyLlama,knorm_0.5,16,16,-1.129956217482686e-08
TinyLlama,knorm_0.5,16,17,1.2150849215686321e-09
TinyLlama,knorm_0.5,16,18,-6.206391844898462e-09
TinyLlama,knorm_0.5,16,19,-1.0288204066455364e-08
TinyLlama,knorm_0.5,16,20,1.7971615307033062e-09
TinyLlama,knorm_0.5,16,21,1.71203282661736e-08
TinyLlama,knorm_0.5,16,22,6.890331860631704e-09
TinyLlama,knorm_0.5,16,23,-9.364157449454069e-09
TinyLlama,knorm_0.5,16,24,4.0745362639427185e-09
TinyLlama,knorm_0.5,16,25,-1.418811734765768e-09
TinyLlama,knorm_0.5,16,26,6.468326319009066e-09
TinyLlama,knorm_0.5,16,27,4.045432433485985e-09
TinyLlama,knorm_0.5,16,28,-4.6566128730773926e-09
TinyLlama,knorm_0.5,16,29,-1.023727236315608e-08
TinyLlama,knorm_0.5,16,30,1.1845258995890617e-08
TinyLlama,knorm_0.5,16,31,1.3365934137254953e-08
TinyLlama,knorm_0.5,17,0,-9.42964106798172e-09
TinyLlama,knorm_0.5,17,1,8.309143595397472e-09
TinyLlama,knorm_0.5,17,2,2.2482709027826786e-09
TinyLlama,knorm_0.5,17,3,-2.255546860396862e-10
TinyLlama,knorm_0.5,17,4,8.578354027122259e-09
TinyLlama,knorm_0.5,17,5,-7.312337402254343e-09
TinyLlama,knorm_0.5,17,6,6.461050361394882e-09
TinyLlama,knorm_0.5,17,7,3.026798367500305e-09
TinyLlama,knorm_0.5,17,8,-9.677023626863956e-10
TinyLlama,knorm_0.5,17,9,-1.2405507732182741e-08
TinyLlama,knorm_0.5,17,10,-3.7034624256193638e-09
TinyLlama,knorm_0.5,17,11,-4.5838532969355583e-10
TinyLlama,knorm_0.5,17,12,-2.648448571562767e-09
TinyLlama,knorm_0.5,17,13,8.250935934484005e-09
TinyLlama,knorm_0.5,17,14,6.548361852765083e-09
TinyLlama,knorm_0.5,17,15,-4.685716703534126e-09
TinyLlama,knorm_0.5,17,16,2.9249349609017372e-09
TinyLlama,knorm_0.5,17,17,-1.0331859812140465e-09
TinyLlama,knorm_0.5,17,18,-3.3905962482094765e-09
TinyLlama,knorm_0.5,17,19,1.6880221664905548e-09
TinyLlama,knorm_0.5,17,20,-1.7462298274040222e-10
TinyLlama,knorm_0.5,17,21,-1.2129021342843771e-08
TinyLlama,knorm_0.5,17,22,8.651113603264093e-09
TinyLlama,knorm_0.5,17,23,5.362380761653185e-09
TinyLlama,knorm_0.5,17,24,-9.968061931431293e-09
TinyLlama,knorm_0.5,17,25,8.127244655042887e-09
TinyLlama,knorm_0.5,17,26,-3.3905962482094765e-09
TinyLlama,knorm_0.5,17,27,-3.128661774098873e-09
TinyLlama,knorm_0.5,17,28,-7.967173587530851e-09
TinyLlama,knorm_0.5,17,29,-3.812601789832115e-09
TinyLlama,knorm_0.5,17,30,2.4519977159798145e-09
TinyLlama,knorm_0.5,17,31,-1.8699211068451405e-09
TinyLlama,knorm_0.5,18,0,1.025910023599863e-09
TinyLlama,knorm_0.5,18,1,5.915353540331125e-09
TinyLlama,knorm_0.5,18,2,2.255546860396862e-10
TinyLlama,knorm_0.5,18,3,1.0913936421275139e-09
TinyLlama,knorm_0.5,18,4,1.433363649994135e-09
TinyLlama,knorm_0.5,18,5,5.515175871551037e-09
TinyLlama,knorm_0.5,18,6,-1.3387762010097504e-09
TinyLlama,knorm_0.5,18,7,-6.104528438299894e-09
TinyLlama,knorm_0.5,18,8,7.756170816719532e-09
TinyLlama,knorm_0.5,18,9,3.987224772572517e-09
TinyLlama,knorm_0.5,18,10,7.83620635047555e-09
TinyLlama,knorm_0.5,18,11,-2.5320332497358322e-09
TinyLlama,knorm_0.5,18,12,2.6921043172478676e-09
TinyLlama,knorm_0.5,18,13,6.883055903017521e-09
TinyLlama,knorm_0.5,18,14,1.7462298274040222e-10
TinyLlama,knorm_0.5,18,15,-8.96397978067398e-09
TinyLlama,knorm_0.5,18,16,7.916241884231567e-09
TinyLlama,knorm_0.5,18,17,-2.000888343900442e-09
TinyLlama,knorm_0.5,18,18,1.686566974967718e-08
TinyLlama,knorm_0.5,18,19,2.6266206987202168e-09
TinyLlama,knorm_0.5,18,20,-1.7826096154749393e-09
TinyLlama,knorm_0.5,18,21,-3.7180143408477306e-09
TinyLlama,knorm_0.5,18,22,-1.6836565919220448e-08
TinyLlama,knorm_0.5,18,23,1.2325472198426723e-08
TinyLlama,knorm_0.5,18,24,-1.622538547962904e-09
TinyLlama,knorm_0.5,18,25,-3.5579432733356953e-09
TinyLlama,knorm_0.5,18,26,9.458744898438454e-10
TinyLlama,knorm_0.5,18,27,3.194145392626524e-09
TinyLlama,knorm_0.5,18,28,4.48198989033699e-09
TinyLlama,knorm_0.5,18,29,2.5756889954209328e-09
TinyLlama,knorm_0.5,18,30,-8.89849616214633e-09
TinyLlama,knorm_0.5,18,31,2.903107088059187e-09
TinyLlama,knorm_0.5,19,0,1.1714291758835316e-09
TinyLlama,knorm_0.5,19,1,4.169123712927103e-09
TinyLlama,knorm_0.5,19,2,-1.2514647096395493e-09
TinyLlama,knorm_0.5,19,3,2.9685907065868378e-09
TinyLlama,knorm_0.5,19,4,1.8320861272513866e-08
TinyLlama,knorm_0.5,19,5,5.660695023834705e-09
TinyLlama,knorm_0.5,19,6,5.158653948456049e-09
TinyLlama,knorm_0.5,19,7,-4.867615643888712e-09
TinyLlama,knorm_0.5,19,8,3.798049874603748e-09
TinyLlama,knorm_0.5,19,9,9.42964106798172e-09
TinyLlama,knorm_0.5,19,10,8.36735125631094e-10
TinyLlama,knorm_0.5,19,11,8.447386790066957e-09
TinyLlama,knorm_0.5,19,12,4.976755008101463e-09
TinyLlama,knorm_0.5,19,13,8.461938705295324e-09
TinyLlama,knorm_0.5,19,14,-8.87666828930378e-10
TinyLlama,knorm_0.5,19,15,1.178705133497715e-09
TinyLlama,knorm_0.5,19,16,6.344635039567947e-09
TinyLlama,knorm_0.5,19,17,7.341441232711077e-09
TinyLlama,knorm_0.5,19,18,-4.94765117764473e-10
TinyLlama,knorm_0.5,19,19,8.207280188798904e-09
TinyLlama,knorm_0.5,19,20,1.44427758641541e-08
TinyLlama,knorm_0.5,19,21,7.0285750553011894e-09
TinyLlama,knorm_0.5,19,22,3.92901711165905e-10
TinyLlama,knorm_0.5,19,23,-1.7462298274040222e-10
TinyLlama,knorm_0.5,19,24,2.0372681319713593e-10
TinyLlama,knorm_0.5,19,25,2.837623469531536e-09
TinyLlama,knorm_0.5,19,26,8.403731044381857e-09
TinyLlama,knorm_0.5,19,27,1.2034433893859386e-08
TinyLlama,knorm_0.5,19,28,8.956703823059797e-09
TinyLlama,knorm_0.5,19,29,9.262294042855501e-09
TinyLlama,knorm_0.5,19,30,9.094947017729282e-09
TinyLlama,knorm_0.5,19,31,1.1204974725842476e-08
TinyLlama,knorm_0.5,20,0,-3.434251993894577e-09
TinyLlama,knorm_0.5,20,1,5.0495145842432976e-09
TinyLlama,knorm_0.5,20,2,-6.024492904543877e-09
TinyLlama,knorm_0.5,20,3,1.102307578548789e-08
TinyLlama,knorm_0.5,20,4,-7.676135282963514e-09
TinyLlama,knorm_0.5,20,5,6.861228030174971e-09
TinyLlama,knorm_0.5,20,6,8.512870408594608e-09
TinyLlama,knorm_0.5,20,7,-4.6711647883057594e-09
TinyLlama,knorm_0.5,20,8,1.6370904631912708e-09
TinyLlama,knorm_0.5,20,9,8.280039764940739e-09
TinyLlama,knorm_0.5,20,10,-2.546585164964199e-09
TinyLlama,knorm_0.5,20,11,3.637978807091713e-11
TinyLlama,knorm_0.5,20,12,1.2514647096395493e-09
TinyLlama,knorm_0.5,20,13,3.637978807091713e-10
TinyLlama,knorm_0.5,20,14,-6.250047590583563e-09
TinyLlama,knorm_0.5,20,15,8.36735125631094e-10
TinyLlama,knorm_0.5,20,16,-1.4115357771515846e-09
TinyLlama,knorm_0.5,20,17,-1.4115357771515846e-09
TinyLlama,knorm_0.5,20,18,8.571078069508076e-09
TinyLlama,knorm_0.5,20,19,8.301867637783289e-09
TinyLlama,knorm_0.5,20,20,1.3693352229893208e-08
TinyLlama,knorm_0.5,20,21,-3.943569026887417e-09
TinyLlama,knorm_0.5,20,22,3.3396645449101925e-09
TinyLlama,knorm_0.5,20,23,8.41100700199604e-09
TinyLlama,knorm_0.5,20,24,-3.768946044147015e-09
TinyLlama,knorm_0.5,20,25,-8.163624443113804e-09
TinyLlama,knorm_0.5,20,26,-1.3758835848420858e-08
TinyLlama,knorm_0.5,20,27,8.061761036515236e-09
TinyLlama,knorm_0.5,20,28,5.558831617236137e-09
TinyLlama,knorm_0.5,20,29,1.885928213596344e-08
TinyLlama,knorm_0.5,20,30,1.2951204553246498e-09
TinyLlama,knorm_0.5,20,31,-1.0935764294117689e-08
TinyLlama,knorm_0.5,21,0,-8.454662747681141e-09
TinyLlama,knorm_0.5,21,1,2.1100277081131935e-10
TinyLlama,knorm_0.5,21,2,7.668859325349331e-09
TinyLlama,knorm_0.5,21,3,-7.763446774333715e-09
TinyLlama,knorm_0.5,21,4,8.585629984736443e-10
TinyLlama,knorm_0.5,21,5,-6.664777174592018e-09
TinyLlama,knorm_0.5,21,6,-2.371962182223797e-09
TinyLlama,knorm_0.5,21,7,-7.763446774333715e-09
TinyLlama,knorm_0.5,21,8,-7.494236342608929e-09
TinyLlama,knorm_0.5,21,9,5.929905455559492e-09
TinyLlama,knorm_0.5,21,10,9.89530235528946e-10
TinyLlama,knorm_0.5,21,11,-1.2660166248679161e-09
TinyLlama,knorm_0.5,21,12,-3.710738383233547e-10
TinyLlama,knorm_0.5,21,13,-3.106833901256323e-09
TinyLlama,knorm_0.5,21,14,-7.908965926617384e-09
TinyLlama,knorm_0.5,21,15,-1.2500095181167126e-08
TinyLlama,knorm_0.5,21,16,8.66566551849246e-09
TinyLlama,knorm_0.5,21,17,5.537003744393587e-09
TinyLlama,knorm_0.5,21,18,1.4937540981918573e-08
TinyLlama,knorm_0.5,21,19,-1.0499206837266684e-08
TinyLlama,knorm_0.5,21,20,4.678440745919943e-09
TinyLlama,knorm_0.5,21,21,-2.975866664201021e-09
TinyLlama,knorm_0.5,21,22,-9.96078597381711e-09
TinyLlama,knorm_0.5,21,23,1.7462298274040222e-09
TinyLlama,knorm_0.5,21,24,1.2223608791828156e-09
TinyLlama,knorm_0.5,21,25,7.712515071034431e-10
TinyLlama,knorm_0.5,21,26,7.566995918750763e-10
TinyLlama,knorm_0.5,21,27,-4.336470738053322e-09
TinyLlama,knorm_0.5,21,28,-3.2159732654690742e-09
TinyLlama,knorm_0.5,21,29,6.068148650228977e-09
TinyLlama,knorm_0.5,21,30,5.020410753786564e-09
TinyLlama,knorm_0.5,21,31,7.203198038041592e-09
Qwen,delta_int8,0,0,-2.422893885523081e-09
Qwen,delta_int8,0,1,-2.597516868263483e-08
Qwen,delta_int8,0,2,5.820766091346741e-09
Qwen,delta_int8,0,3,-5.311449058353901e-09
Qwen,delta_int8,0,4,2.4010660126805305e-09
Qwen,delta_int8,0,5,2.22571543417871e-08
Qwen,delta_int8,0,6,-2.4301698431372643e-09
Qwen,delta_int8,0,7,-1.4551915228366852e-10
Qwen,delta_int8,0,8,1.5425030142068863e-08
Qwen,delta_int8,0,9,4.7584762796759605e-09
Qwen,delta_int8,0,10,-1.1204974725842476e-09
Qwen,delta_int8,0,11,-2.684828359633684e-09
Qwen,delta_int8,0,12,1.4042598195374012e-08
Qwen,delta_int8,0,13,-4.0745362639427185e-09
Qwen,delta_int8,1,0,7.748894859105349e-09
Qwen,delta_int8,1,1,6.148184183984995e-09
Qwen,delta_int8,1,2,3.965396899729967e-09
Qwen,delta_int8,1,3,6.693881005048752e-10
Qwen,delta_int8,1,4,9.764335118234158e-09
Qwen,delta_int8,1,5,-4.867615643888712e-09
Qwen,delta_int8,1,6,4.1254679672420025e-09
Qwen,delta_int8,1,7,7.2177499532699585e-09
Qwen,delta_int8,1,8,2.393790055066347e-09
Qwen,delta_int8,1,9,2.2482709027826786e-09
Qwen,delta_int8,1,10,6.933987606316805e-09
Qwen,delta_int8,1,11,1.6698322724550962e-08
Qwen,delta_int8,1,12,-6.402842700481415e-10
Qwen,delta_int8,1,13,1.2703821994364262e-08
Qwen,delta_int8,2,0,-4.649336915463209e-09
Qwen,delta_int8,2,1,-4.853063728660345e-09
Qwen,delta_int8,2,2,3.6961864680051804e-09
Qwen,delta_int8,2,3,-3.899913281202316e-09
Qwen,delta_int8,2,4,2.6775524020195007e-09
Qwen,delta_int8,2,5,2.3792381398379803e-09
Qwen,delta_int8,2,6,-7.254129741340876e-09
Qwen,delta_int8,2,7,-7.690687198191881e-09
Qwen,delta_int8,2,8,1.6130798030644655e-08
Qwen,delta_int8,2,9,5.5952114053070545e-09
Qwen,delta_int8,2,10,1.673470251262188e-10
Qwen,delta_int8,2,11,-6.788468454033136e-09
Qwen,delta_int8,2,12,1.0273652151226997e-08
Qwen,delta_int8,2,13,4.343746695667505e-09
Qwen,delta_int8,3,0,1.4253600966185331e-08
Qwen,delta_int8,3,1,5.5952114053070545e-09
Qwen,delta_int8,3,2,6.912159733474255e-09
Qwen,delta_int8,3,3,-5.435140337795019e-09
Qwen,delta_int8,3,4,4.933099262416363e-09
Qwen,delta_int8,3,5,3.9071892388165e-09
Qwen,delta_int8,3,6,5.093170329928398e-11
Qwen,delta_int8,3,7,7.8580342233181e-10
Qwen,delta_int8,3,8,4.489265847951174e-09
Qwen,delta_int8,3,9,7.341441232711077e-09
Qwen,delta_int8,3,10,9.364157449454069e-09
Qwen,delta_int8,3,11,7.239577826112509e-09
Qwen,delta_int8,3,12,8.098140824586153e-09
Qwen,delta_int8,3,13,-9.371433407068253e-09
Qwen,delta_int8,4,0,-3.208697307854891e-09
Qwen,delta_int8,4,1,2.6411726139485836e-09
Qwen,delta_int8,4,2,5.617039278149605e-09
Qwen,delta_int8,4,3,1.2005330063402653e-08
Qwen,delta_int8,4,4,-1.072476152330637e-08
Qwen,delta_int8,4,5,-5.398760549724102e-09
Qwen,delta_int8,4,6,1.384614733979106e-08
Qwen,delta_int8,4,7,1.2660166248679161e-09
Qwen,delta_int8,4,8,8.258211892098188e-09
Qwen,delta_int8,4,9,-2.6193447411060333e-10
Qwen,delta_int8,4,10,8.098140824586153e-09
Qwen,delta_int8,4,11,5.413312464952469e-09
Qwen,delta_int8,4,12,-1.0324583854526281e-08
Qwen,delta_int8,4,13,1.0644725989550352e-08
Qwen,delta_int8,5,0,-2.204615157097578e-09
Qwen,delta_int8,5,1,5.631591193377972e-09
Qwen,delta_int8,5,2,8.098140824586153e-09
Qwen,delta_int8,5,3,1.4988472685217857e-09
Qwen,delta_int8,5,4,-6.83940015733242e-10
Qwen,delta_int8,5,5,-5.326000973582268e-09
Qwen,delta_int8,5,6,1.18525349535048e-08
Qwen,delta_int8,5,7,8.731149137020111e-09
Qwen,delta_int8,5,8,5.951733328402042e-09
Qwen,delta_int8,5,9,1.673470251262188e-10
Qwen,delta_int8,5,10,-7.203198038041592e-10
Qwen,delta_int8,5,11,7.0285750553011894e-09
Qwen,delta_int8,5,12,-1.30821717903018e-08
Qwen,delta_int8,5,13,-4.110916052013636e-09
Qwen,delta_int8,6,0,2.9103830456733704e-10
Qwen,delta_int8,6,1,1.5788828022778034e-09
Qwen,delta_int8,6,2,1.979060471057892e-09
Qwen,delta_int8,6,3,-4.976755008101463e-09
Qwen,delta_int8,6,4,6.446498446166515e-09
Qwen,delta_int8,6,5,-3.026798367500305e-09
Qwen,delta_int8,6,6,4.976755008101463e-09
Qwen,delta_int8,6,7,-8.149072527885437e-10
Qwen,delta_int8,6,8,4.722096491605043e-09
Qwen,delta_int8,6,9,4.1254679672420025e-09
Qwen,delta_int8,6,10,-3.5579432733356953e-09
Qwen,delta_int8,6,11,-9.211362339556217e-09
Qwen,delta_int8,6,12,-1.6007106751203537e-10
Qwen,delta_int8,6,13,5.893525667488575e-09
Qwen,delta_int8,7,0,7.843482308089733e-09
Qwen,delta_int8,7,1,-5.75528247281909e-09
Qwen,delta_int8,7,2,4.933099262416363e-09
Qwen,delta_int8,7,3,6.715708877891302e-09
Qwen,delta_int8,7,4,1.673470251262188e-10
Qwen,delta_int8,7,5,-1.1939846444875002e-08
Qwen,delta_int8,7,6,-5.893525667488575e-09
Qwen,delta_int8,7,7,5.078618414700031e-09
Qwen,delta_int8,7,8,1.148873707279563e-08
Qwen,delta_int8,7,9,-3.798049874603748e-09
Qwen,delta_int8,7,10,1.4333636499941349e-08
Qwen,delta_int8,7,11,1.7062120605260134e-08
Qwen,delta_int8,7,12,-5.2241375669837e-09
Qwen,delta_int8,7,13,9.38598532229662e-10
Qwen,delta_int8,8,0,6.03176886215806e-09
Qwen,delta_int8,8,1,4.220055416226387e-09
Qwen,delta_int8,8,2,-1.2143573258072138e-08
Qwen,delta_int8,8,3,-1.877197064459324e-09
Qwen,delta_int8,8,4,7.486960384994745e-09
Qwen,delta_int8,8,5,-1.1081283446401358e-08
Qwen,delta_int8,8,6,1.0462827049195766e-08
Qwen,delta_int8,8,7,1.1525116860866547e-08
Qwen,delta_int8,8,8,3.41970007866621e-10
Qwen,delta_int8,8,9,5.3041731007397175e-09
Qwen,delta_int8,8,10,1.3053067959845066e-08
Qwen,delta_int8,8,11,6.446498446166515e-09
Qwen,delta_int8,8,12,1.611624611541629e-08
Qwen,delta_int8,8,13,4.234607331454754e-09
Qwen,delta_int8,9,0,1.949956640601158e-09
Qwen,delta_int8,9,1,-1.3023964129388332e-09
Qwen,delta_int8,9,2,7.92351784184575e-09
Qwen,delta_int8,9,3,9.094947017729282e-09
Qwen,delta_int8,9,4,2.473825588822365e-09
Qwen,delta_int8,9,5,6.111804395914078e-10
Qwen,delta_int8,9,6,7.195922080427408e-09
Qwen,delta_int8,9,7,-7.566995918750763e-10
Qwen,delta_int8,9,8,1.1641532182693481e-08
Qwen,delta_int8,9,9,-8.098140824586153e-09
Qwen,delta_int8,9,10,2.029992174357176e-09
Qwen,delta_int8,9,11,-9.968061931431293e-10
Qwen,delta_int8,9,12,-3.8708094507455826e-09
Qwen,delta_int8,9,13,-1.04919308796525e-08
Qwen,delta_int8,10,0,-8.039933163672686e-09
Qwen,delta_int8,10,1,8.34552338346839e-09
Qwen,delta_int8,10,2,9.349605534225702e-09
Qwen,delta_int8,10,3,9.094947017729282e-10
Qwen,delta_int8,10,4,-5.573383532464504e-09
Qwen,delta_int8,10,5,-1.0964868124574423e-08
Qwen,delta_int8,10,6,1.7462298274040222e-09
Qwen,delta_int8,10,7,2.066371962428093e-09
Qwen,delta_int8,10,8,-1.9063008949160576e-09
Qwen,delta_int8,10,9,1.0884832590818405e-08
Qwen,delta_int8,10,10,-1.2005330063402653e-09
Qwen,delta_int8,10,11,3.230525180697441e-09
Qwen,delta_int8,10,12,-1.1263182386755943e-08
Qwen,delta_int8,10,13,5.73345459997654e-09
Qwen,delta_int8,11,0,3.0850060284137726e-09
Qwen,delta_int8,11,1,-2.7721398510038853e-09
Qwen,delta_int8,11,2,-3.092281986027956e-09
Qwen,delta_int8,11,3,-4.096364136785269e-09
Qwen,delta_int8,11,4,5.165929906070232e-10
Qwen,delta_int8,11,5,-1.017178874462843e-08
Qwen,delta_int8,11,6,-1.3096723705530167e-08
Qwen,delta_int8,11,7,-1.1714291758835316e-09
Qwen,delta_int8,11,8,8.200004231184721e-09
Qwen,delta_int8,11,9,-6.461050361394882e-09
Qwen,delta_int8,11,10,1.000444171950221e-08
Qwen,delta_int8,11,11,-6.955815479159355e-09
Qwen,delta_int8,11,12,9.509676601737738e-09
Qwen,delta_int8,11,13,-8.949427865445614e-10
Qwen,delta_int8,12,0,4.591129254549742e-09
Qwen,delta_int8,12,1,-5.326000973582268e-09
Qwen,delta_int8,12,2,-1.469743438065052e-09
Qwen,delta_int8,12,3,-8.098140824586153e-09
Qwen,delta_int8,12,4,1.0593794286251068e-08
Qwen,delta_int8,12,5,3.4124241210520267e-09
Qwen,delta_int8,12,6,3.725290298461914e-09
Qwen,delta_int8,12,7,4.380126483738422e-09
Qwen,delta_int8,12,8,5.020410753786564e-09
Qwen,delta_int8,12,9,1.594889909029007e-08
Qwen,delta_int8,12,10,2.764863893389702e-09
Qwen,delta_int8,12,11,7.385096978396177e-09
Qwen,delta_int8,12,12,1.342414179816842e-08
Qwen,delta_int8,12,13,3.6161509342491627e-09
Qwen,delta_int8,13,0,1.928128767758608e-09
Qwen,delta_int8,13,1,-5.820766091346741e-10
Qwen,delta_int8,13,2,1.1357769835740328e-08
Qwen,delta_int8,13,3,2.9103830456733704e-09
Qwen,delta_int8,13,4,5.2241375669837e-09
Qwen,delta_int8,13,5,-1.0913936421275139e-10
Qwen,delta_int8,13,6,1.442094799131155e-08
Qwen,delta_int8,13,7,1.382431946694851e-10
Qwen,delta_int8,13,8,-1.1641532182693481e-09
Qwen,delta_int8,13,9,-6.883055903017521e-09
Qwen,delta_int8,13,10,7.341441232711077e-09
Qwen,delta_int8,13,11,-7.079506758600473e-09
Qwen,delta_int8,13,12,5.653419066220522e-09
Qwen,delta_int8,13,13,-5.464244168251753e-09
Qwen,delta_int8,14,0,5.5442797020077705e-09
Qwen,delta_int8,14,1,1.2587406672537327e-09
Qwen,delta_int8,14,2,-2.4665496312081814e-09
Qwen,delta_int8,14,3,-8.06903699412942e-09
Qwen,delta_int8,14,4,4.889443516731262e-09
Qwen,delta_int8,14,5,1.3606040738523006e-09
Qwen,delta_int8,14,6,9.167706593871117e-10
Qwen,delta_int8,14,7,1.0622898116707802e-09
Qwen,delta_int8,14,8,-3.39787220582366e-09
Qwen,delta_int8,14,9,-2.08092387765646e-09
Qwen,delta_int8,14,10,5.4933479987084866e-09
Qwen,delta_int8,14,11,1.0557414498180151e-08
Qwen,delta_int8,14,12,-6.6720531322062016e-09
Qwen,delta_int8,14,13,-8.818460628390312e-09
Qwen,delta_int8,15,0,-2.1755113266408443e-09
Qwen,delta_int8,15,1,9.262294042855501e-09
Qwen,delta_int8,15,2,1.471926225349307e-08
Qwen,delta_int8,15,3,4.678440745919943e-09
Qwen,delta_int8,15,4,1.4180841390043497e-08
Qwen,delta_int8,15,5,-6.613845471292734e-09
Qwen,delta_int8,15,6,4.678440745919943e-09
Qwen,delta_int8,15,7,1.1568772606551647e-09
Qwen,delta_int8,15,8,-1.949956640601158e-09
Qwen,delta_int8,15,9,9.458744898438454e-10
Qwen,delta_int8,15,10,2.9831426218152046e-09
Qwen,delta_int8,15,11,-7.130438461899757e-10
Qwen,delta_int8,15,12,9.094947017729282e-10
Qwen,delta_int8,15,13,-4.241883289068937e-09
Qwen,delta_int8,16,0,-4.5838532969355583e-10
Qwen,delta_int8,16,1,-5.9371814131736755e-09
Qwen,delta_int8,16,2,1.511943992227316e-08
Qwen,delta_int8,16,3,5.027686711400747e-09
Qwen,delta_int8,16,4,4.089088179171085e-09
Qwen,delta_int8,16,5,4.838511813431978e-09
Qwen,delta_int8,16,6,-5.056790541857481e-09
Qwen,delta_int8,16,7,2.801243681460619e-09
Qwen,delta_int8,16,8,3.0340743251144886e-09
Qwen,delta_int8,16,9,-1.548323780298233e-08
Qwen,delta_int8,16,10,-3.5288394428789616e-09
Qwen,delta_int8,16,11,8.010829333215952e-09
Qwen,delta_int8,16,12,1.201988197863102e-08
Qwen,delta_int8,16,13,-4.270987119525671e-09
Qwen,delta_int8,17,0,-4.431058187037706e-09
Qwen,delta_int8,17,1,2.0736479200422764e-09
Qwen,delta_int8,17,2,1.1859810911118984e-09
Qwen,delta_int8,17,3,1.1750671546906233e-08
Qwen,delta_int8,17,4,9.313225746154785e-10
Qwen,delta_int8,17,5,8.520146366208792e-09
Qwen,delta_int8,17,6,4.547473508864641e-09
Qwen,delta_int8,17,7,5.326000973582268e-09
Qwen,delta_int8,17,8,-2.3865140974521637e-09
Qwen,delta_int8,17,9,-9.800714906305075e-09
Qwen,delta_int8,17,10,-1.047010300680995e-08
Qwen,delta_int8,17,11,7.8580342233181e-10
Qwen,delta_int8,17,12,9.70612745732069e-09
Qwen,delta_int8,17,13,-2.066371962428093e-09
Qwen,delta_int8,18,0,-2.35741026699543e-09
Qwen,delta_int8,18,1,1.2842065189033747e-08
Qwen,delta_int8,18,2,8.447386790066957e-09
Qwen,delta_int8,18,3,1.631269697099924e-08
