model,method,layer,head,kl_divergence
TinyLlama,kivi_int4,7,31,1.0935764294117689e-08
TinyLlama,kivi_int4,8,0,-5.391484592109919e-09
TinyLlama,kivi_int4,8,1,-3.7834979593753815e-10
TinyLlama,kivi_int4,8,2,-1.5956175047904253e-08
TinyLlama,kivi_int4,8,3,4.831235855817795e-09
TinyLlama,kivi_int4,8,4,-1.7462298274040222e-09
TinyLlama,kivi_int4,8,5,3.2887328416109085e-09
TinyLlama,kivi_int4,8,6,7.60337570682168e-09
TinyLlama,kivi_int4,8,7,-1.1772499419748783e-08
TinyLlama,kivi_int4,8,8,7.588823791593313e-09
TinyLlama,kivi_int4,8,9,1.2005330063402653e-08
TinyLlama,kivi_int4,8,10,-1.2470991350710392e-08
TinyLlama,kivi_int4,8,11,-5.784386303275824e-09
TinyLlama,kivi_int4,8,12,2.0780134946107864e-08
TinyLlama,kivi_int4,8,13,3.0704541131854057e-09
TinyLlama,kivi_int4,8,14,8.796632755547762e-09
TinyLlama,kivi_int4,8,15,-6.2282197177410126e-09
TinyLlama,kivi_int4,8,16,8.38917912915349e-09
TinyLlama,kivi_int4,8,17,-1.0360963642597198e-08
TinyLlama,kivi_int4,8,18,-2.3792381398379803e-09
TinyLlama,kivi_int4,8,19,-9.531504474580288e-10
TinyLlama,kivi_int4,8,20,4.329194780439138e-09
TinyLlama,kivi_int4,8,21,1.3751559890806675e-09
TinyLlama,kivi_int4,8,22,-5.216861609369516e-09
TinyLlama,kivi_int4,8,23,1.1241354513913393e-08
TinyLlama,kivi_int4,8,24,1.3264070730656385e-08
TinyLlama,kivi_int4,8,25,-8.796632755547762e-09
TinyLlama,kivi_int4,8,26,7.83620635047555e-09
TinyLlama,kivi_int4,8,27,5.624315235763788e-09
TinyLlama,kivi_int4,8,28,-2.240994945168495e-09
TinyLlama,kivi_int4,8,29,-9.713403414934874e-09
TinyLlama,kivi_int4,8,30,-7.508788257837296e-09
TinyLlama,kivi_int4,8,31,-4.780304152518511e-09
TinyLlama,kivi_int4,9,0,7.174094207584858e-09
TinyLlama,kivi_int4,9,1,-6.199115887284279e-09
TinyLlama,kivi_int4,9,2,-2.837623469531536e-09
TinyLlama,kivi_int4,9,3,7.363269105553627e-09
TinyLlama,kivi_int4,9,4,1.0222720447927713e-08
TinyLlama,kivi_int4,9,5,-2.684828359633684e-09
TinyLlama,kivi_int4,9,6,4.030880518257618e-09
TinyLlama,kivi_int4,9,7,5.020410753786564e-09
TinyLlama,kivi_int4,9,8,2.510205376893282e-09
TinyLlama,kivi_int4,9,9,6.744812708348036e-09
TinyLlama,kivi_int4,9,10,4.612957127392292e-09
TinyLlama,kivi_int4,9,11,6.613845471292734e-09
TinyLlama,kivi_int4,9,12,-2.2846506908535957e-09
TinyLlama,kivi_int4,9,13,8.825736586004496e-09
TinyLlama,kivi_int4,9,14,1.2689270079135895e-08
TinyLlama,kivi_int4,9,15,-2.0590960048139095e-09
TinyLlama,kivi_int4,9,16,7.654307410120964e-09
TinyLlama,kivi_int4,9,17,1.1117663234472275e-08
TinyLlama,kivi_int4,9,18,-4.43833414465189e-09
TinyLlama,kivi_int4,9,19,7.006747182458639e-09
TinyLlama,kivi_int4,9,20,8.811184670776129e-09
TinyLlama,kivi_int4,9,21,-2.015440259128809e-09
TinyLlama,kivi_int4,9,22,-4.540197551250458e-09
TinyLlama,kivi_int4,9,23,4.256435204297304e-09
TinyLlama,kivi_int4,9,24,-4.081812221556902e-09
TinyLlama,kivi_int4,9,25,1.4988472685217857e-09
TinyLlama,kivi_int4,9,26,-9.74978320300579e-10
TinyLlama,kivi_int4,9,27,1.2521923054009676e-08
TinyLlama,kivi_int4,9,28,6.759364623576403e-09
TinyLlama,kivi_int4,9,29,-7.894414011389017e-09
TinyLlama,kivi_int4,9,30,-2.5756889954209328e-09
TinyLlama,kivi_int4,9,31,8.971255738288164e-09
TinyLlama,kivi_int4,10,0,-6.664777174592018e-09
TinyLlama,kivi_int4,10,1,-7.152266334742308e-09
TinyLlama,kivi_int4,10,2,1.2376403901726007e-08
TinyLlama,kivi_int4,10,3,-6.039044819772243e-10
TinyLlama,kivi_int4,10,4,-2.1827872842550278e-09
TinyLlama,kivi_int4,10,5,-3.7834979593753815e-09
TinyLlama,kivi_int4,10,6,4.7075445763766766e-09
TinyLlama,kivi_int4,10,7,7.377821020781994e-09
TinyLlama,kivi_int4,10,8,9.400537237524986e-09
TinyLlama,kivi_int4,10,9,1.3169483281672e-09
TinyLlama,kivi_int4,10,10,-2.9831426218152046e-09
TinyLlama,kivi_int4,10,11,3.4924596548080444e-09
TinyLlama,kivi_int4,10,12,1.1750671546906233e-08
TinyLlama,kivi_int4,10,13,7.290509529411793e-09
TinyLlama,kivi_int4,10,14,-4.001776687800884e-09
TinyLlama,kivi_int4,10,15,1.1132215149700642e-08
TinyLlama,kivi_int4,10,16,-1.2660166248679161e-09
TinyLlama,kivi_int4,10,17,1.17652234621346e-08
TinyLlama,kivi_int4,10,18,-1.520675141364336e-09
TinyLlama,kivi_int4,10,19,4.081812221556902e-09
TinyLlama,kivi_int4,10,20,-4.43833414465189e-10
TinyLlama,kivi_int4,10,21,-4.285539034754038e-09
TinyLlama,kivi_int4,10,22,3.550667315721512e-09
TinyLlama,kivi_int4,10,23,-3.470631781965494e-09
TinyLlama,kivi_int4,10,24,-5.0495145842432976e-09
TinyLlama,kivi_int4,10,25,-2.7939677238464355e-09
TinyLlama,kivi_int4,10,26,-1.2951204553246498e-09
TinyLlama,kivi_int4,10,27,8.010829333215952e-09
TinyLlama,kivi_int4,10,28,-4.009052645415068e-09
TinyLlama,kivi_int4,10,29,9.764335118234158e-09
TinyLlama,kivi_int4,10,30,2.240994945168495e-09
TinyLlama,kivi_int4,10,31,-1.5934347175061703e-09
TinyLlama,kivi_int4,11,0,-1.862645149230957e-09
TinyLlama,kivi_int4,11,1,-1.543958205729723e-08
TinyLlama,kivi_int4,11,2,7.574271876364946e-09
TinyLlama,kivi_int4,11,3,1.4413672033697367e-08
TinyLlama,kivi_int4,11,4,2.255546860396862e-09
TinyLlama,kivi_int4,11,5,5.573383532464504e-09
TinyLlama,kivi_int4,11,6,5.587935447692871e-09
TinyLlama,kivi_int4,11,7,1.05355866253376e-08
TinyLlama,kivi_int4,11,8,-6.2791514210402966e-09
TinyLlama,kivi_int4,11,9,-1.433363649994135e-09
TinyLlama,kivi_int4,11,10,1.5636032912880182e-08
TinyLlama,kivi_int4,11,11,-4.678440745919943e-09
TinyLlama,kivi_int4,11,12,1.2732925824820995e-09
TinyLlama,kivi_int4,11,13,-2.342858351767063e-09
TinyLlama,kivi_int4,11,14,1.5410478226840496e-08
TinyLlama,kivi_int4,11,15,-2.1755113266408443e-09
TinyLlama,kivi_int4,11,16,-8.374627213925123e-09
TinyLlama,kivi_int4,11,17,-1.2718373909592628e-08
TinyLlama,kivi_int4,11,18,-3.9726728573441505e-09
TinyLlama,kivi_int4,11,19,-8.003553375601768e-11
TinyLlama,kivi_int4,11,20,1.2099917512387037e-08
TinyLlama,kivi_int4,11,21,1.0026269592344761e-08
TinyLlama,kivi_int4,11,22,-2.86672729998827e-09
TinyLlama,kivi_int4,11,23,1.153239281848073e-08
TinyLlama,kivi_int4,11,24,1.2441887520253658e-09
TinyLlama,kivi_int4,11,25,8.731149137020111e-11
TinyLlama,kivi_int4,11,26,8.651113603264093e-09
TinyLlama,kivi_int4,11,27,-1.7971615307033062e-09
TinyLlama,kivi_int4,11,28,1.2842065189033747e-08
TinyLlama,kivi_int4,11,29,-2.7284841053187847e-09
TinyLlama,kivi_int4,11,30,2.2118911147117615e-09
TinyLlama,kivi_int4,11,31,1.0928488336503506e-08
TinyLlama,kivi_int4,12,0,7.690687198191881e-09
TinyLlama,kivi_int4,12,1,1.1095835361629725e-08
TinyLlama,kivi_int4,12,2,-2.0445440895855427e-09
TinyLlama,kivi_int4,12,3,1.2209056876599789e-08
TinyLlama,kivi_int4,12,4,4.794856067746878e-09
TinyLlama,kivi_int4,12,5,-3.3178366720676422e-09
TinyLlama,kivi_int4,12,6,-6.402842700481415e-09
TinyLlama,kivi_int4,12,7,-8.680217433720827e-09
TinyLlama,kivi_int4,12,8,-3.979948814958334e-09
TinyLlama,kivi_int4,12,9,1.068110577762127e-08
TinyLlama,kivi_int4,12,10,7.777998689562082e-09
TinyLlama,kivi_int4,12,11,3.0850060284137726e-09
TinyLlama,kivi_int4,12,12,6.686605047434568e-09
TinyLlama,kivi_int4,12,13,-1.4551915228366852e-10
TinyLlama,kivi_int4,12,14,5.820766091346741e-10
TinyLlama,kivi_int4,12,15,-5.486072041094303e-09
TinyLlama,kivi_int4,12,16,7.850758265703917e-09
TinyLlama,kivi_int4,12,17,1.5956175047904253e-08
TinyLlama,kivi_int4,12,18,2.764863893389702e-09
TinyLlama,kivi_int4,12,19,1.4304532669484615e-08
TinyLlama,kivi_int4,12,20,-9.189534466713667e-09
TinyLlama,kivi_int4,12,21,2.9976945370435715e-09
TinyLlama,kivi_int4,12,22,6.155460141599178e-09
TinyLlama,kivi_int4,12,23,5.929905455559492e-09
TinyLlama,kivi_int4,12,24,-6.330083124339581e-10
TinyLlama,kivi_int4,12,25,7.814378477633e-09
TinyLlama,kivi_int4,12,26,1.964508555829525e-09
TinyLlama,kivi_int4,12,27,-1.8917489796876907e-09
TinyLlama,kivi_int4,12,28,-3.6961864680051804e-09
TinyLlama,kivi_int4,12,29,-1.5861587598919868e-09
TinyLlama,kivi_int4,12,30,1.0186340659856796e-10
TinyLlama,kivi_int4,12,31,1.2878444977104664e-09
TinyLlama,kivi_int4,13,0,-4.059984348714352e-09
TinyLlama,kivi_int4,13,1,5.638867150992155e-09
TinyLlama,kivi_int4,13,2,-4.249159246683121e-09
TinyLlama,kivi_int4,13,3,6.664777174592018e-09
TinyLlama,kivi_int4,13,4,5.908077582716942e-09
TinyLlama,kivi_int4,13,5,3.346940502524376e-10
TinyLlama,kivi_int4,13,6,6.511982064694166e-09
TinyLlama,kivi_int4,13,7,1.2092641554772854e-08
TinyLlama,kivi_int4,13,8,3.14321368932724e-09
TinyLlama,kivi_int4,13,9,-9.70612745732069e-09
TinyLlama,kivi_int4,13,10,6.955815479159355e-09
TinyLlama,kivi_int4,13,11,7.654307410120964e-09
TinyLlama,kivi_int4,13,12,-1.3504177331924438e-08
TinyLlama,kivi_int4,13,13,-6.424670573323965e-09
TinyLlama,kivi_int4,13,14,-8.236384019255638e-09
TinyLlama,kivi_int4,13,15,-1.8189894035458565e-10
TinyLlama,kivi_int4,13,16,6.293703336268663e-09
TinyLlama,kivi_int4,13,17,4.409230314195156e-09
TinyLlama,kivi_int4,13,18,-1.811713445931673e-09
TinyLlama,kivi_int4,13,19,4.8603396862745285e-09
TinyLlama,kivi_int4,13,20,-1.1641532182693481e-09
TinyLlama,kivi_int4,13,21,9.531504474580288e-09
TinyLlama,kivi_int4,13,22,5.5952114053070545e-09
TinyLlama,kivi_int4,13,23,-5.893525667488575e-10
TinyLlama,kivi_int4,13,24,-7.4214767664670944e-09
TinyLlama,kivi_int4,13,25,2.473825588822365e-10
TinyLlama,kivi_int4,13,26,1.153239281848073e-08
TinyLlama,kivi_int4,13,27,3.9726728573441505e-09
TinyLlama,kivi_int4,13,28,-8.43283487483859e-09
TinyLlama,kivi_int4,13,29,2.9322109185159206e-09
TinyLlama,kivi_int4,13,30,1.0186340659856796e-10
TinyLlama,kivi_int4,13,31,4.001776687800884e-10
TinyLlama,kivi_int4,14,0,1.3606040738523006e-09
TinyLlama,kivi_int4,14,1,4.001776687800884e-09
TinyLlama,kivi_int4,14,2,1.4537363313138485e-08
TinyLlama,kivi_int4,14,3,-5.682522896677256e-09
TinyLlama,kivi_int4,14,4,5.180481821298599e-09
TinyLlama,kivi_int4,14,5,1.0848452802747488e-08
TinyLlama,kivi_int4,14,6,7.697963155806065e-09
TinyLlama,kivi_int4,14,7,3.1141098588705063e-09
TinyLlama,kivi_int4,14,8,9.582436177879572e-09
TinyLlama,kivi_int4,14,9,-6.693881005048752e-10
TinyLlama,kivi_int4,14,10,-7.981725502759218e-09
TinyLlama,kivi_int4,14,11,9.604264050722122e-10
TinyLlama,kivi_int4,14,12,7.828930392861366e-09
TinyLlama,kivi_int4,14,13,4.874891601502895e-09
TinyLlama,kivi_int4,14,14,-3.1868694350123405e-09
TinyLlama,kivi_int4,14,15,-2.2264430299401283e-09
TinyLlama,kivi_int4,14,16,-7.385096978396177e-09
TinyLlama,kivi_int4,14,17,3.5943230614066124e-09
TinyLlama,kivi_int4,14,18,-4.3655745685100555e-11
TinyLlama,kivi_int4,14,19,7.355993147939444e-09
TinyLlama,kivi_int4,14,20,-2.9976945370435715e-09
TinyLlama,kivi_int4,14,21,-4.380126483738422e-09
TinyLlama,kivi_int4,14,22,7.596099749207497e-09
TinyLlama,kivi_int4,14,23,1.3475073501467705e-08
TinyLlama,kivi_int4,14,24,-4.336470738053322e-09
TinyLlama,kivi_int4,14,25,2.2264430299401283e-08
TinyLlama,kivi_int4,14,26,-2.8740032576024532e-09
TinyLlama,kivi_int4,14,27,9.284121915698051e-09
TinyLlama,kivi_int4,14,28,2.459273673593998e-09
TinyLlama,kivi_int4,14,29,-4.823959898203611e-09
TinyLlama,kivi_int4,14,30,1.758598955348134e-08
TinyLlama,kivi_int4,14,31,4.038156475871801e-09
TinyLlama,kivi_int4,15,0,-8.476490620523691e-09
TinyLlama,kivi_int4,15,1,6.5338099375367165e-09
TinyLlama,kivi_int4,15,2,-1.1343217920511961e-08
TinyLlama,kivi_int4,15,3,5.384208634495735e-10
TinyLlama,kivi_int4,15,4,-9.888026397675276e-09
TinyLlama,kivi_int4,15,5,-1.1641532182693481e-09
TinyLlama,kivi_int4,15,6,9.116774890571833e-09
TinyLlama,kivi_int4,15,7,2.3865140974521637e-09
TinyLlama,kivi_int4,15,8,1.025910023599863e-09
TinyLlama,kivi_int4,15,9,8.294591680169106e-10
TinyLlama,kivi_int4,15,10,-1.1314114090055227e-08
TinyLlama,kivi_int4,15,11,6.148184183984995e-09
TinyLlama,kivi_int4,15,12,-3.0704541131854057e-09
TinyLlama,kivi_int4,15,13,8.774804882705212e-09
TinyLlama,kivi_int4,15,14,-2.9976945370435715e-09
TinyLlama,kivi_int4,15,15,4.2637111619114876e-09
TinyLlama,kivi_int4,15,16,-6.548361852765083e-10
TinyLlama,kivi_int4,15,17,9.022187441587448e-10
TinyLlama,kivi_int4,15,18,-4.045432433485985e-09
TinyLlama,kivi_int4,15,19,3.4924596548080444e-09
TinyLlama,kivi_int4,15,20,9.49512468650937e-09
TinyLlama,kivi_int4,15,21,9.589712135493755e-09
TinyLlama,kivi_int4,15,22,3.65253072232008e-09
TinyLlama,kivi_int4,15,23,-7.130438461899757e-09
TinyLlama,kivi_int4,15,24,1.0964868124574423e-08
TinyLlama,kivi_int4,15,25,2.735760062932968e-09
TinyLlama,kivi_int4,15,26,-8.934875950217247e-09
TinyLlama,kivi_int4,15,27,1.2150849215686321e-09
TinyLlama,kivi_int4,15,28,-7.763446774333715e-09
TinyLlama,kivi_int4,15,29,-3.899913281202316e-09
TinyLlama,kivi_int4,15,30,6.693881005048752e-09
TinyLlama,kivi_int4,15,31,-1.6618287190794945e-08
TinyLlama,kivi_int4,16,0,-2.2628228180110455e-09
TinyLlama,kivi_int4,16,1,8.34552338346839e-09
TinyLlama,kivi_int4,16,2,2.371962182223797e-09
TinyLlama,kivi_int4,16,3,5.609763320535421e-09
TinyLlama,kivi_int4,16,4,-5.5952114053070545e-09
TinyLlama,kivi_int4,16,5,-4.067260306328535e-09
TinyLlama,kivi_int4,16,6,2.6411726139485836e-09
TinyLlama,kivi_int4,16,7,-9.029463399201632e-09
TinyLlama,kivi_int4,16,8,5.173205863684416e-09
TinyLlama,kivi_int4,16,9,-2.9685907065868378e-09
TinyLlama,kivi_int4,16,10,-6.846676114946604e-09
TinyLlama,kivi_int4,16,11,-4.729372449219227e-10
TinyLlama,kivi_int4,16,12,1.0913936421275139e-09
TinyLlama,kivi_int4,16,13,-1.0273652151226997e-08
TinyLlama,kivi_int4,16,14,2.0911102183163166e-08
TinyLlama,kivi_int4,16,15,-3.1868694350123405e-09
TinyLlama,kivi_int4,16,16,-1.129956217482686e-08
TinyLlama,kivi_int4,16,17,1.2150849215686321e-09
TinyLlama,kivi_int4,16,18,-6.206391844898462e-09
TinyLlama,kivi_int4,16,19,-1.0288204066455364e-08
TinyLlama,kivi_int4,16,20,1.7971615307033062e-09
TinyLlama,kivi_int4,16,21,1.71203282661736e-08
TinyLlama,kivi_int4,16,22,6.890331860631704e-09
TinyLlama,kivi_int4,16,23,-9.364157449454069e-09
TinyLlama,kivi_int4,16,24,4.0745362639427185e-09
TinyLlama,kivi_int4,16,25,-1.418811734765768e-09
TinyLlama,kivi_int4,16,26,6.468326319009066e-09
TinyLlama,kivi_int4,16,27,4.045432433485985e-09
TinyLlama,kivi_int4,16,28,-4.6566128730773926e-09
TinyLlama,kivi_int4,16,29,-1.023727236315608e-08
TinyLlama,kivi_int4,16,30,1.1845258995890617e-08
TinyLlama,kivi_int4,16,31,1.3365934137254953e-08
TinyLlama,kivi_int4,17,0,-9.42964106798172e-09
TinyLlama,kivi_int4,17,1,8.309143595397472e-09
TinyLlama,kivi_int4,17,2,2.2482709027826786e-09
TinyLlama,kivi_int4,17,3,-2.255546860396862e-10
TinyLlama,kivi_int4,17,4,8.578354027122259e-09
TinyLlama,kivi_int4,17,5,-7.312337402254343e-09
TinyLlama,kivi_int4,17,6,6.461050361394882e-09
TinyLlama,kivi_int4,17,7,3.026798367500305e-09
TinyLlama,kivi_int4,17,8,-9.677023626863956e-10
TinyLlama,kivi_int4,17,9,-1.2405507732182741e-08
TinyLlama,kivi_int4,17,10,-3.7034624256193638e-09
TinyLlama,kivi_int4,17,11,-4.5838532969355583e-10
TinyLlama,kivi_int4,17,12,-2.648448571562767e-09
TinyLlama,kivi_int4,17,13,8.250935934484005e-09
TinyLlama,kivi_int4,17,14,6.548361852765083e-09
TinyLlama,kivi_int4,17,15,-4.685716703534126e-09
TinyLlama,kivi_int4,17,16,2.9249349609017372e-09
TinyLlama,kivi_int4,17,17,-1.0331859812140465e-09
TinyLlama,kivi_int4,17,18,-3.3905962482094765e-09
TinyLlama,kivi_int4,17,19,1.6880221664905548e-09
TinyLlama,kivi_int4,17,20,-1.7462298274040222e-10
TinyLlama,kivi_int4,17,21,-1.2129021342843771e-08
TinyLlama,kivi_int4,17,22,8.651113603264093e-09
TinyLlama,kivi_int4,17,23,5.362380761653185e-09
TinyLlama,kivi_int4,17,24,-9.968061931431293e-09
TinyLlama,kivi_int4,17,25,8.127244655042887e-09
TinyLlama,kivi_int4,17,26,-3.3905962482094765e-09
TinyLlama,kivi_int4,17,27,-3.128661774098873e-09
TinyLlama,kivi_int4,17,28,-7.967173587530851e-09
TinyLlama,kivi_int4,17,29,-3.812601789832115e-09
TinyLlama,kivi_int4,17,30,2.4519977159798145e-09
TinyLlama,kivi_int4,17,31,-1.8699211068451405e-09
TinyLlama,kivi_int4,18,0,1.025910023599863e-09
TinyLlama,kivi_int4,18,1,5.915353540331125e-09
TinyLlama,kivi_int4,18,2,2.255546860396862e-10
TinyLlama,kivi_int4,18,3,1.0913936421275139e-09
TinyLlama,kivi_int4,18,4,1.433363649994135e-09
TinyLlama,kivi_int4,18,5,5.515175871551037e-09
TinyLlama,kivi_int4,18,6,-1.3387762010097504e-09
TinyLlama,kivi_int4,18,7,-6.104528438299894e-09
TinyLlama,kivi_int4,18,8,7.756170816719532e-09
TinyLlama,kivi_int4,18,9,3.987224772572517e-09
TinyLlama,kivi_int4,18,10,7.83620635047555e-09
TinyLlama,kivi_int4,18,11,-2.5320332497358322e-09
TinyLlama,kivi_int4,18,12,2.6921043172478676e-09
TinyLlama,kivi_int4,18,13,6.883055903017521e-09
TinyLlama,kivi_int4,18,14,1.7462298274040222e-10
TinyLlama,kivi_int4,18,15,-8.96397978067398e-09
TinyLlama,kivi_int4,18,16,7.916241884231567e-09
TinyLlama,kivi_int4,18,17,-2.000888343900442e-09
TinyLlama,kivi_int4,18,18,1.686566974967718e-08
TinyLlama,kivi_int4,18,19,2.6266206987202168e-09
TinyLlama,kivi_int4,18,20,-1.7826096154749393e-09
TinyLlama,kivi_int4,18,21,-3.7180143408477306e-09
TinyLlama,kivi_int4,18,22,-1.6836565919220448e-08
TinyLlama,kivi_int4,18,23,1.2325472198426723e-08
TinyLlama,kivi_int4,18,24,-1.622538547962904e-09
TinyLlama,kivi_int4,18,25,-3.5579432733356953e-09
TinyLlama,kivi_int4,18,26,9.458744898438454e-10
TinyLlama,kivi_int4,18,27,3.194145392626524e-09
TinyLlama,kivi_int4,18,28,4.48198989033699e-09
TinyLlama,kivi_int4,18,29,2.5756889954209328e-09
TinyLlama,kivi_int4,18,30,-8.89849616214633e-09
TinyLlama,kivi_int4,18,31,2.903107088059187e-09
TinyLlama,kivi_int4,19,0,1.1714291758835316e-09
TinyLlama,kivi_int4,19,1,4.169123712927103e-09
TinyLlama,kivi_int4,19,2,-1.2514647096395493e-09
TinyLlama,kivi_int4,19,3,2.9685907065868378e-09
TinyLlama,kivi_int4,19,4,1.8320861272513866e-08
TinyLlama,kivi_int4,19,5,5.660695023834705e-09
TinyLlama,kivi_int4,19,6,5.158653948456049e-09
TinyLlama,kivi_int4,19,7,-4.867615643888712e-09
TinyLlama,kivi_int4,19,8,3.798049874603748e-09
TinyLlama,kivi_int4,19,9,9.42964106798172e-09
TinyLlama,kivi_int4,19,10,8.36735125631094e-10
TinyLlama,kivi_int4,19,11,8.447386790066957e-09
TinyLlama,kivi_int4,19,12,4.976755008101463e-09
TinyLlama,kivi_int4,19,13,8.461938705295324e-09
TinyLlama,kivi_int4,19,14,-8.87666828930378e-10
TinyLlama,kivi_int4,19,15,1.178705133497715e-09
TinyLlama,kivi_int4,19,16,6.344635039567947e-09
TinyLlama,kivi_int4,19,17,7.341441232711077e-09
TinyLlama,kivi_int4,19,18,-4.94765117764473e-10
TinyLlama,kivi_int4,19,19,8.207280188798904e-09
TinyLlama,kivi_int4,19,20,1.44427758641541e-08
TinyLlama,kivi_int4,19,21,7.0285750553011894e-09
TinyLlama,kivi_int4,19,22,3.92901711165905e-10
TinyLlama,kivi_int4,19,23,-1.7462298274040222e-10
TinyLlama,kivi_int4,19,24,2.0372681319713593e-10
TinyLlama,kivi_int4,19,25,2.837623469531536e-09
TinyLlama,kivi_int4,19,26,8.403731044381857e-09
TinyLlama,kivi_int4,19,27,1.2034433893859386e-08
TinyLlama,kivi_int4,19,28,8.956703823059797e-09
TinyLlama,kivi_int4,19,29,9.262294042855501e-09
TinyLlama,kivi_int4,19,30,9.094947017729282e-09
TinyLlama,kivi_int4,19,31,1.1204974725842476e-08
TinyLlama,kivi_int4,20,0,-3.434251993894577e-09
TinyLlama,kivi_int4,20,1,5.0495145842432976e-09
TinyLlama,kivi_int4,20,2,-6.024492904543877e-09
TinyLlama,kivi_int4,20,3,1.102307578548789e-08
TinyLlama,kivi_int4,20,4,-7.676135282963514e-09
TinyLlama,kivi_int4,20,5,6.861228030174971e-09
TinyLlama,kivi_int4,20,6,8.512870408594608e-09
TinyLlama,kivi_int4,20,7,-4.6711647883057594e-09
TinyLlama,kivi_int4,20,8,1.6370904631912708e-09
TinyLlama,kivi_int4,20,9,8.280039764940739e-09
TinyLlama,kivi_int4,20,10,-2.546585164964199e-09
TinyLlama,kivi_int4,20,11,3.637978807091713e-11
TinyLlama,kivi_int4,20,12,1.2514647096395493e-09
TinyLlama,kivi_int4,20,13,3.637978807091713e-10
TinyLlama,kivi_int4,20,14,-6.250047590583563e-09
TinyLlama,kivi_int4,20,15,8.36735125631094e-10
TinyLlama,kivi_int4,20,16,-1.4115357771515846e-09
TinyLlama,kivi_int4,20,17,-1.4115357771515846e-09
TinyLlama,kivi_int4,20,18,8.571078069508076e-09
TinyLlama,kivi_int4,20,19,8.301867637783289e-09
TinyLlama,kivi_int4,20,20,1.3693352229893208e-08
TinyLlama,kivi_int4,20,21,-3.943569026887417e-09
TinyLlama,kivi_int4,20,22,3.3396645449101925e-09
TinyLlama,kivi_int4,20,23,8.41100700199604e-09
TinyLlama,kivi_int4,20,24,-3.768946044147015e-09
TinyLlama,kivi_int4,20,25,-8.163624443113804e-09
TinyLlama,kivi_int4,20,26,-1.3758835848420858e-08
TinyLlama,kivi_int4,20,27,8.061761036515236e-09
TinyLlama,kivi_int4,20,28,5.558831617236137e-09
TinyLlama,kivi_int4,20,29,1.885928213596344e-08
TinyLlama,kivi_int4,20,30,1.2951204553246498e-09
TinyLlama,kivi_int4,20,31,-1.0935764294117689e-08
TinyLlama,kivi_int4,21,0,-8.454662747681141e-09
TinyLlama,kivi_int4,21,1,2.1100277081131935e-10
TinyLlama,kivi_int4,21,2,7.668859325349331e-09
TinyLlama,kivi_int4,21,3,-7.763446774333715e-09
TinyLlama,kivi_int4,21,4,8.585629984736443e-10
TinyLlama,kivi_int4,21,5,-6.664777174592018e-09
TinyLlama,kivi_int4,21,6,-2.371962182223797e-09
TinyLlama,kivi_int4,21,7,-7.763446774333715e-09
TinyLlama,kivi_int4,21,8,-7.494236342608929e-09
TinyLlama,kivi_int4,21,9,5.929905455559492e-09
TinyLlama,kivi_int4,21,10,9.89530235528946e-10
TinyLlama,kivi_int4,21,11,-1.2660166248679161e-09
TinyLlama,kivi_int4,21,12,-3.710738383233547e-10
TinyLlama,kivi_int4,21,13,-3.106833901256323e-09
TinyLlama,kivi_int4,21,14,-7.908965926617384e-09
TinyLlama,kivi_int4,21,15,-1.2500095181167126e-08
TinyLlama,kivi_int4,21,16,8.66566551849246e-09
TinyLlama,kivi_int4,21,17,5.537003744393587e-09
TinyLlama,kivi_int4,21,18,1.4937540981918573e-08
TinyLlama,kivi_int4,21,19,-1.0499206837266684e-08
TinyLlama,kivi_int4,21,20,4.678440745919943e-09
TinyLlama,kivi_int4,21,21,-2.975866664201021e-09
TinyLlama,kivi_int4,21,22,-9.96078597381711e-09
TinyLlama,kivi_int4,21,23,1.7462298274040222e-09
TinyLlama,kivi_int4,21,24,1.2223608791828156e-09
TinyLlama,kivi_int4,21,25,7.712515071034431e-10
TinyLlama,kivi_int4,21,26,7.566995918750763e-10
TinyLlama,kivi_int4,21,27,-4.336470738053322e-09
TinyLlama,kivi_int4,21,28,-3.2159732654690742e-09
TinyLlama,kivi_int4,21,29,6.068148650228977e-09
TinyLlama,kivi_int4,21,30,5.020410753786564e-09
TinyLlama,kivi_int4,21,31,7.203198038041592e-09
TinyLlama,knorm_0.5,0,0,8.003553375601768e-11
TinyLlama,knorm_0.5,0,1,-4.7075445763766766e-09
TinyLlama,knorm_0.5,0,2,8.287315722554922e-09
TinyLlama,knorm_0.5,0,3,-5.9881131164729595e-09
TinyLlama,knorm_0.5,0,4,-6.03176886215806e-09
TinyLlama,knorm_0.5,0,5,1.9426806829869747e-09
TinyLlama,knorm_0.5,0,6,5.296897143125534e-09
TinyLlama,knorm_0.5,0,7,6.2282197177410126e-09
TinyLlama,knorm_0.5,0,8,2.735760062932968e-09
TinyLlama,knorm_0.5,0,9,-5.158653948456049e-09
TinyLlama,knorm_0.5,0,10,5.675246939063072e-10
TinyLlama,knorm_0.5,0,11,-4.99130692332983e-09
TinyLlama,knorm_0.5,0,12,2.1755113266408443e-08
TinyLlama,knorm_0.5,0,13,1.2878444977104664e-09
TinyLlama,knorm_0.5,0,14,-2.321030478924513e-09
TinyLlama,knorm_0.5,0,15,1.9863364286720753e-08
TinyLlama,knorm_0.5,0,16,-5.929905455559492e-09
TinyLlama,knorm_0.5,0,17,-3.92901711165905e-09
TinyLlama,knorm_0.5,0,18,-4.984030965715647e-09
